loc,lloc,scloc,comments,single_comments,blanks,calculated_length,volume,difficulty,effort,time,bugs,LargeClass
116,59,106,1,1,9,88.4385619,312.1602133,1.85,577.4963946,32.08313303,0.104053404,0
15,12,12,0,0,3,32,68.11428751,3,204.3428625,11.35238125,0.022704763,0
116,103,103,1,1,12,651.8011862,1354.502344,3.298969072,4468.461342,248.2478524,0.451500781,0
243,192,199,5,5,39,700.2388693,1725.887003,5.352941176,9238.571603,513.253978,0.575295668,0
17,14,14,0,0,3,72,172.8771238,3,518.6313714,28.81285397,0.057625708,0
44,27,29,2,2,9,20.26466251,38.03910002,1.75,66.56842503,3.698245835,0.0126797,0
38,22,29,2,2,7,20.26466251,38.03910002,1.75,66.56842503,3.698245835,0.0126797,0
39,28,28,2,3,8,26,59.79470571,1.25,74.74338213,4.152410119,0.019931569,0
44,29,34,6,4,6,112.041925,204.4601626,2.260869565,462.2577589,25.68098661,0.068153388,0
30,22,22,0,0,8,36.52932501,51.80615605,2,103.6123121,5.756239562,0.017268719,0
43,32,29,0,0,14,0,2,0.5,1,0.055555556,0.000666667,0
73,54,47,0,0,23,294.0485799,506.4301002,1.588235294,804.3301591,44.68500884,0.168810033,0
31,23,25,0,0,6,151.9616054,317.7968295,2.1,667.373342,37.07629678,0.105932277,0
148,129,122,5,8,18,595.9917598,1172.123325,4.483146067,5254.800076,291.9333375,0.390707775,0
272,195,179,28,25,46,912.4483159,3012.6056,4.294573643,12937.85661,718.7698115,1.004201867,0
77,49,47,8,10,20,17.509775,36,1.333333333,48,2.666666667,0.012,0
108,94,94,3,3,11,10,15.509775,1,15.509775,0.861654167,0.005169925,0
57,50,50,0,0,7,82.71062276,144.946475,1.157894737,167.8327605,9.324042248,0.048315492,0
99,62,76,10,11,12,28.7548875,96.86408532,2.8125,272.43024,15.13501333,0.032288028,0
17,15,15,0,0,2,44.82892142,66.41714013,2.75,182.6471353,10.14706307,0.022139047,0
59,54,48,4,3,8,88.4385619,133.7829486,1,133.7829486,7.432386031,0.044594316,0
25,21,19,2,2,4,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
94,84,79,2,3,12,329.9667631,529.4378744,1.607142857,850.8822982,47.27123879,0.176479291,0
209,166,157,16,16,36,301.8442939,699.9468017,5.6,3919.70209,217.7612272,0.233315601,0
93,64,73,6,5,15,259.8664757,487.8285794,4.136363636,2017.836397,112.102022,0.162609526,0
168,97,134,6,6,28,418.0376162,1042.717325,3.992537313,4163.087828,231.2826571,0.347572442,0
21,19,15,1,1,5,10,36.18947501,2,72.37895002,4.021052779,0.012063158,0
32,22,23,0,0,9,78.25484339,156.0801067,4.9,764.7925226,42.48847348,0.052026702,0
43,15,34,3,3,6,179.5249056,465.2932501,0.642857143,299.1170894,16.61761608,0.15509775,0
129,77,90,18,18,21,201.5030616,368.9860033,5.558823529,2051.128077,113.9515598,0.122995334,0
148,86,110,18,18,20,188.529325,321.4531203,5.34375,1717.765111,95.43139508,0.10715104,0
40,13,35,0,0,5,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
23,20,20,0,0,3,41.21928095,64.72503367,2.2,142.3950741,7.910837449,0.021575011,0
23,20,20,0,0,3,41.21928095,64.72503367,2.2,142.3950741,7.910837449,0.021575011,0
47,38,35,2,3,9,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,0
17,10,10,0,0,7,0,14,3.5,49,2.722222222,0.004666667,0
22,13,17,0,0,5,8,18.57542476,0.5,9.28771238,0.515984021,0.006191808,0
64,50,51,8,2,11,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,49,48,0,0,8,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
33,24,29,3,1,3,24,47.54887502,0.625,29.71804689,1.651002605,0.015849625,0
24,12,16,2,2,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
104,18,15,0,0,11,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
314,123,269,9,8,37,1359.209876,2754.616478,5.511235955,15181.34138,843.4078542,0.918205493,0
63,34,37,2,2,16,232.6405265,368.607525,5.789473684,2134.043566,118.5579759,0.122869175,0
68,24,23,1,1,13,23.509775,39.86313714,2.666666667,106.301699,5.905649946,0.013287712,0
26,19,19,2,2,5,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
195,131,112,2,8,41,353.7412006,590.1920457,5.223214286,3082.699524,171.2610847,0.196730682,0
93,49,45,2,1,25,88,142.1338375,5,710.6691876,39.48162153,0.047377946,0
40,8,7,1,0,12,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
131,66,63,25,25,23,301.297481,480.3544416,5.625,2701.993734,150.110763,0.160118147,0
47,20,19,0,0,14,131.6061797,213.0304413,3.24,690.21863,38.34547944,0.071010147,0
40,17,16,0,0,12,63.35824644,104.248125,1.5,156.3721876,8.687343753,0.034749375,0
54,25,24,0,0,14,125.548875,191.3687332,3,574.1061997,31.89478887,0.063789578,0
158,57,62,11,11,28,222.5444556,338.82992,6.857142857,2323.405165,129.0780647,0.112943307,0
22,17,16,0,0,4,16.36452798,27,1.8,48.6,2.7,0.009,0
51,15,15,0,0,6,24,38.03910002,0.5,19.01955001,1.056641667,0.0126797,0
9,4,4,3,3,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
30,10,13,1,1,7,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
26,11,10,0,0,2,10,15.509775,1,15.509775,0.861654167,0.005169925,0
22,15,14,0,0,5,0,3,1,3,0.166666667,0.001,0
149,82,86,15,16,22,88.71062276,162.8482304,2.421052632,394.2641368,21.90356316,0.054282743,0
67,32,34,3,4,10,79.509775,133.7829486,3.75,501.6860571,27.87144762,0.044594316,0
14,7,6,0,0,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
16,11,10,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
79,56,51,0,4,12,203.5249056,363.5597386,5.028571429,1828.186114,101.5658952,0.12118658,0
49,15,13,7,8,9,12.7548875,22.45883938,1.875,42.11032383,2.339462435,0.00748628,0
63,45,48,1,1,14,234.6600115,368.607525,4.961538462,1828.860413,101.6033563,0.122869175,0
18,15,15,1,1,2,197.7269405,444.6768164,3.680555556,1636.657727,90.92542928,0.148225605,0
51,36,37,6,6,8,51.01955001,72,2,144,8,0.024,0
32,19,24,4,4,4,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
11,7,8,1,1,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
81,57,62,6,6,13,382.9427607,610.8524457,4.95,3023.719606,167.9844226,0.203617482,0
135,92,98,8,8,26,426.0794602,875.5329246,4.805970149,4207.7851,233.7658389,0.291844308,0
10,8,8,0,0,2,20.26466251,34.86917502,1.75,61.02105628,3.390058682,0.011623058,0
53,35,35,1,1,12,35.21928095,64.52932501,1.2,77.43519002,4.301955001,0.021509775,0
76,46,49,7,8,15,327.5797841,658.3118445,5.509433962,3626.925634,201.4958685,0.219437281,0
42,26,26,4,4,10,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
95,72,71,2,3,21,135.7478892,195,3.64,709.8,39.43333333,0.065,0
74,54,57,0,0,13,172.9737366,338.5326791,0.647058824,219.0505571,12.16947539,0.112844226,0
147,93,109,3,4,34,269.4968818,512.1849877,7.714285714,3951.141334,219.5078519,0.170728329,0
31,21,22,3,3,6,64.91260938,101.9502603,2.857142857,291.2864581,16.182581,0.03398342,0
14,8,7,0,0,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
14,11,10,0,1,3,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,0
56,41,43,6,6,7,20.26466251,38.03910002,1.75,66.56842503,3.698245835,0.0126797,0
45,42,35,0,0,10,92.32026323,192.568425,3.684210526,709.4626185,39.41458992,0.064189475,0
21,14,13,0,0,4,6.754887502,20.89735285,2,41.79470571,2.321928095,0.006965784,0
18,10,9,0,0,5,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
170,95,117,30,29,21,74.11313394,131.7695227,3.6,474.3702817,26.35390454,0.043923174,0
21,17,17,0,0,4,36.52932501,74.00879436,2.888888889,213.8031837,11.87795465,0.024669598,0
17,11,11,3,3,3,16.36452798,27,1.8,48.6,2.7,0.009,0
35,25,25,4,4,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
87,57,64,0,0,23,11.60964047,51.69925001,1,51.69925001,2.872180556,0.017233083,0
258,157,174,17,18,60,635.7459233,1395.2098,3.526315789,4919.950347,273.3305748,0.465069933,0
254,157,185,22,22,47,568.1685439,1265.571019,3.802325581,4812.113062,267.3396146,0.421857006,0
70,45,43,11,11,16,143.8917376,776.8366944,10.88888889,8458.88845,469.9382472,0.258945565,0
52,26,35,5,4,13,158.8163583,1246.415773,13.41666667,16722.74496,929.0413864,0.415471924,0
28,20,19,2,2,5,13.60964047,28.07354922,1.2,33.68825906,1.871569948,0.00935785,0
38,25,33,0,0,5,234.4773318,574.4504434,2.904761905,1668.641764,92.70232024,0.191483481,0
10,6,7,0,0,3,4.754887502,20,0.833333333,16.66666667,0.925925926,0.006666667,0
18,11,13,1,1,4,45.01955001,121.8353575,1.333333333,162.4471433,9.024841297,0.040611786,0
137,71,90,38,30,17,533.1793347,1543.804157,6.049382716,9339.062183,518.836788,0.514601386,0
32,21,20,3,4,8,66,100.0782,1,100.0782,5.559900002,0.0333594,0
48,10,25,14,14,7,24,50.71880002,0.5,25.35940001,1.408855556,0.016906267,0
10,7,7,0,0,3,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
11,7,8,0,0,3,15.509775,33.68825906,0.666666667,22.45883938,1.247713299,0.01122942,0
19,12,15,0,0,4,2,9.509775004,0.75,7.132331253,0.396240625,0.003169925,0
89,69,75,0,0,14,211.030886,450.3799746,3.421052632,1540.773597,85.59853319,0.150126658,0
83,66,70,0,0,13,279.6878405,595.7037273,3.4375,2047.731563,113.7628646,0.198567909,0
86,65,74,0,0,12,293.80245,635.9495685,3.5,2225.82349,123.6568605,0.211983189,0
85,66,72,0,0,13,293.80245,635.9495685,3.5,2225.82349,123.6568605,0.211983189,0
86,27,75,4,4,7,620.8862396,1544.379605,2.234042553,3450.209756,191.6783198,0.514793202,0
237,85,211,11,8,18,1235.09465,3497.770699,6.172727273,21590.78459,1199.488033,1.165923566,0
251,83,226,10,7,18,1199.929102,3385.68138,6.152173913,20829.30066,1157.18337,1.12856046,0
267,62,248,13,6,13,1435.772479,4027.953806,5.521276596,22239.44708,1235.524838,1.342651269,0
286,72,263,14,7,16,1787.01193,4844.338665,6.117256637,29634.06285,1646.336825,1.614779555,0
43,25,28,8,8,7,0,2,0.5,1,0.055555556,0.000666667,0
48,32,36,7,7,5,136.3819626,341.8395454,3.259259259,1114.143704,61.89687242,0.113946515,0
89,55,59,10,1,14,339.4424154,552,7.038461538,3885.230769,215.8461538,0.184,0
115,67,72,17,20,21,448.7012956,1278.424454,6.7,8565.443844,475.8579913,0.426141485,0
117,78,83,14,17,17,239.3111166,547.3263251,5.463414634,2990.270654,166.1261474,0.182442108,0
35,18,16,10,8,11,140.0964047,297.619253,6.08,1809.525058,100.5291699,0.099206418,0
200,92,107,49,49,40,1350.332035,4202.510855,5.97752809,25120.62668,1395.590371,1.400836952,0
69,30,43,11,11,15,11.60964047,31.01955001,0.6,18.61173001,1.033985,0.01033985,0
85,68,66,10,10,9,79.81353753,180.0850143,2,360.1700287,20.00944604,0.060028338,0
75,56,49,16,16,10,52.86060384,124,2.076923077,257.5384615,14.30769231,0.041333333,0
73,42,42,18,18,13,35.21928095,68.11428751,1.1,74.92571627,4.162539793,0.022704763,0
67,38,38,18,18,11,100.2386659,171.822679,2.19047619,376.3734874,20.90963819,0.057274226,0
11,5,5,3,3,3,4,10,1.5,15,0.833333333,0.003333333,0
22,12,12,5,5,5,0,8,2,16,0.888888889,0.002666667,0
52,33,34,9,9,9,10,25.84962501,1.5,38.77443751,2.154135417,0.008616542,0
53,35,35,9,9,9,13.60964047,28.07354922,1.2,33.68825906,1.871569948,0.00935785,0
52,34,34,9,9,9,10,25.84962501,1.5,38.77443751,2.154135417,0.008616542,0
100,58,58,31,30,12,191.1345461,324.6376138,2.571428571,834.7824355,46.37680197,0.108212538,0
85,51,51,26,25,9,75.60964047,127.3772053,2.8125,358.2483898,19.90268832,0.042459068,0
57,33,40,15,13,4,106.0900464,228.2346001,5.425,1238.172706,68.78737253,0.0760782,0
92,75,74,3,3,15,190.8721876,301.2679265,1.583333333,477.0075503,26.50041946,0.100422642,0
83,52,56,7,7,20,83.05865003,160.5395383,2.666666667,428.1054354,23.7836353,0.053513179,0
51,32,34,0,0,6,121.6487405,189.4612588,2.708333333,513.1242426,28.50690237,0.063153753,0
78,47,64,0,0,14,883.8921579,1612.582269,1.821428571,2937.203418,163.1779677,0.537527423,0
150,113,113,0,0,37,258.8387375,415.4885285,1.597826087,663.8784096,36.88213387,0.138496176,0
203,190,181,0,0,22,395.6096405,665.8291658,2.7734375,1846.635577,102.5908654,0.221943055,0
175,148,152,2,2,21,177.7286241,302.1482952,1.588235294,479.8825865,26.66014369,0.100716098,0
68,59,57,0,2,9,171.2198934,268.8361001,1.5,403.2541501,22.40300834,0.089612033,0
27,21,21,0,0,6,2,12.67970001,1,12.67970001,0.704427778,0.004226567,0
123,95,91,10,10,22,292.0782,574.9281373,5.416666667,3114.194077,173.0107821,0.191642712,0
33,23,27,0,0,6,8,18.57542476,0.5,9.28771238,0.515984021,0.006191808,0
27,20,19,1,1,7,16.36452798,30,1.8,54,3,0.01,0
480,250,264,18,19,73,714.9096643,1352.912223,9.772727273,13221.64218,734.5356765,0.450970741,0
181,53,56,11,11,34,17.509775,24,1,24,1.333333333,0.008,0
80,51,50,5,3,20,59.71535681,83.39850003,2.5,208.4962501,11.583125,0.0277995,0
258,150,150,13,12,44,364.066894,706.1456896,9.851851852,6956.84272,386.4912622,0.235381897,0
36,23,25,0,1,10,10,15.509775,1,15.509775,0.861654167,0.005169925,0
25,17,19,0,0,6,64.91260938,106.1981878,2.857142857,303.4233938,16.85685521,0.035399396,0
26,17,20,0,0,6,40.13896549,60.91767875,2.777777778,169.2157743,9.400876351,0.020305893,0
24,18,18,0,0,6,35.21928095,57.35940001,1,57.35940001,3.186633334,0.0191198,0
32,24,24,0,0,8,32,46.60451251,2,93.20902502,5.178279168,0.015534838,0
16,12,12,0,0,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
36,29,29,0,0,7,28.7548875,41.51317942,1.5,62.26976914,3.459431619,0.013837726,0
47,34,37,0,0,7,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
208,137,165,0,0,23,1630.489543,2807.269276,4.019138756,11282.80474,626.8224858,0.935756425,0
54,22,17,0,0,9,40.13896549,57.11032383,2.777777778,158.6397884,8.813321579,0.019036775,0
214,137,163,15,14,37,219.336581,392.1728989,6.25,2451.080618,136.1711454,0.1307243,0
212,152,149,22,22,41,454.7074685,813.1877165,6.086956522,4949.838274,274.9910152,0.271062572,0
9,5,4,0,0,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
18,7,5,0,0,4,0,4,1,4,0.222222222,0.001333333,0
70,53,54,5,4,12,123.6934094,206.089405,4.260869565,878.1200735,48.78444853,0.068696468,0
218,141,144,56,54,20,551.301648,1268.596809,11.43037975,14500.54328,805.5857376,0.422865603,0
296,188,199,73,68,29,688.1362828,1956.79177,16.08421053,31473.45078,1748.525043,0.652263923,0
23,13,13,2,2,3,27.65148445,38.05374781,2,76.10749561,4.228194201,0.012684583,0
30,19,20,2,2,3,41.21928095,57.11032383,2,114.2206477,6.345591537,0.019036775,0
49,30,35,2,2,7,90.56842503,123.7939875,3,371.3819626,20.63233125,0.041264663,0
8,5,5,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
50,33,35,8,7,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,36,40,3,3,13,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
13,10,10,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
103,62,71,18,18,14,126.9663202,383.7804986,2.826923077,1084.917948,60.27321933,0.127926833,0
42,28,27,0,1,14,28.7548875,93.4046537,3,280.2139611,15.56744228,0.031134885,0
31,23,22,2,2,7,49.66338828,108,3.636363636,392.7272727,21.81818182,0.036,0
40,27,27,3,3,10,96.22039776,195.04196,4.421052632,862.2907704,47.9050428,0.065013987,0
32,25,25,0,0,7,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
113,95,98,0,0,12,171.2067179,335.8673609,5.6,1880.857221,104.4920678,0.111955787,0
97,76,88,0,0,9,83.05865003,129.3235169,2.111111111,273.0163135,15.16757297,0.043107839,0
122,87,98,0,0,24,400.5686352,1432.891079,9.777777778,14010.49055,778.360586,0.47763036,0
92,57,67,2,2,23,241.3293845,394.3758085,2.186046512,862.1238604,47.89577002,0.131458603,0
20,13,13,2,2,5,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
29,20,19,0,0,7,17.509775,36,1.333333333,48,2.666666667,0.012,0
195,140,141,30,30,24,542.0571752,954.3024052,5.166666667,4930.562427,273.9201348,0.318100802,0
33,17,30,0,0,3,15.509775,33.68825906,0.5,16.84412953,0.935784974,0.01122942,0
167,109,110,22,20,31,49.66338828,128,4.545454545,581.8181818,32.32323232,0.042666667,0
89,71,73,2,2,14,68.7548875,127.4378254,1.875,238.9459226,13.27477348,0.042479275,0
72,52,57,0,0,15,17.509775,30,1,30,1.666666667,0.01,0
69,65,62,0,0,7,465.1613705,872.4260771,5.830985915,5087.104168,282.6168982,0.290808692,0
6,4,4,0,0,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
54,42,45,0,0,9,32,86.03910002,3.5,301.1368501,16.729825,0.0286797,0
48,38,41,0,0,7,32,86.03910002,3.5,301.1368501,16.729825,0.0286797,0
14,10,10,0,0,4,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
16,12,12,0,0,4,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
31,21,21,0,0,10,10,15.509775,1,15.509775,0.861654167,0.005169925,0
27,19,21,0,0,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
27,19,21,0,0,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
25,18,20,1,1,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
36,26,28,1,1,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
190,109,110,31,32,45,556.5474002,1144.352792,8.37037037,9578.656703,532.1475946,0.381450931,0
110,37,68,23,24,18,197.504662,473.6516004,2.027027027,960.1045955,53.33914419,0.157883867,0
40,32,33,1,1,6,70.21299941,125.3359148,3.166666667,396.8970634,22.04983685,0.041778638,0
76,36,38,0,0,4,56.10571634,94.01164535,2.153846154,202.4866208,11.24925671,0.031337215,0
9,4,7,0,0,2,0,2,0.5,1,0.055555556,0.000666667,0
41,25,33,0,0,8,55.30296891,108,1,108,6,0.036,0
63,40,53,0,1,5,311.09775,1039.612745,13.75,14294.67524,794.1486245,0.346537582,0
12,10,9,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
13,10,10,0,0,3,52.8707654,81.74925683,4.55,371.9591186,20.66439548,0.027249752,0
93,69,75,6,6,12,195.3124342,293.0182968,7.583333333,2222.055417,123.4475232,0.097672766,0
63,57,57,0,0,6,64,130.7988109,0.5,65.39940546,3.633300303,0.043599604,0
24,17,20,0,0,4,181.9747809,401.6905686,4.454545455,1789.348897,99.40827204,0.133896856,0
39,34,34,1,1,4,79.81353753,140.5541575,1.666666667,234.2569292,13.01427385,0.046851386,0
25,21,21,1,1,3,0,2,0.5,1,0.055555556,0.000666667,0
25,21,21,1,1,3,0,2,0.5,1,0.055555556,0.000666667,0
25,21,21,1,1,3,0,2,0.5,1,0.055555556,0.000666667,0
29,25,24,2,2,3,139.991603,430,5.277777778,2269.444444,126.0802469,0.143333333,0
31,12,30,0,0,1,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
114,70,88,2,0,23,165.1897261,294.6857251,2.661290323,784.2442684,43.56912602,0.098228575,0
21,12,12,4,4,5,17.509775,27,1,27,1.5,0.009,0
11,6,5,0,0,3,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
14,8,7,0,0,4,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
83,41,40,3,3,24,94.71013448,139.3156857,3.888888889,541.7832221,30.0990679,0.046438562,0
34,12,11,0,0,12,214.9310205,338.4847604,3.236842105,1095.621724,60.86787357,0.112828253,0
32,12,11,0,0,11,162.7164929,274.0060251,3.5,959.0210878,53.27894932,0.091335342,0
36,16,15,0,0,11,103.8483064,173.9162696,2.857142857,496.9036273,27.60575707,0.05797209,0
9,5,5,2,2,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
158,73,80,27,27,32,969.4841295,2530.983526,11.66030534,29512.04073,1639.557818,0.843661175,0
32,10,9,0,0,11,143.8917376,237.0865236,3.333333333,790.288412,43.90491178,0.079028841,0
37,13,12,3,3,11,150.1157128,335.7725475,4.714285714,1582.927724,87.94042911,0.111924183,0
71,21,21,5,5,11,53.56352281,77.66179398,3.272727273,254.1658712,14.12032618,0.025887265,0
34,17,15,0,0,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
227,38,33,0,0,47,94.4385619,142.1338375,2,284.267675,15.79264861,0.047377946,0
28,21,21,1,1,6,44.82892142,62.51024953,2.5,156.2756238,8.681979101,0.02083675,0
14,9,9,2,2,3,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
34,32,29,0,0,5,17.509775,33,1,33,1.833333333,0.011,0
98,68,76,7,8,14,60.60335893,118.5364224,1,118.5364224,6.5853568,0.039512141,0
21,6,18,1,1,2,0,24,6,144,8,0.008,0
44,32,35,0,0,9,92.32026323,298.0225625,5.526315789,1646.966793,91.49815517,0.099340854,0
40,29,34,0,0,6,234.4773318,646.2567489,3.666666667,2369.608079,131.6448933,0.215418916,0
105,65,79,12,12,14,61.30296891,175.1368501,3.428571429,600.4692002,33.35940001,0.05837895,0
75,58,64,1,1,10,184.2797931,330.6194333,1.757142857,580.9455757,32.27475421,0.110206478,0
112,65,85,16,16,11,63.35824644,166.7970001,2.2,366.9534001,20.38630001,0.055599,0
21,13,17,0,0,4,17.509775,51,1.5,76.5,4.25,0.017,0
40,21,24,7,7,6,49.66338828,80,2.727272727,218.1818182,12.12121212,0.026666667,0
48,24,38,3,3,7,378.5686352,686.5499307,1.206349206,828.218964,46.01216467,0.228849977,0
57,41,46,2,2,9,184.2797931,377.850781,1.885714286,712.5186155,39.58436753,0.12595026,0
44,37,32,3,3,9,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
35,32,24,3,3,8,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
34,22,26,0,3,5,0,4,1,4,0.222222222,0.001333333,0
45,21,39,2,2,4,0,8,2,16,0.888888889,0.002666667,0
319,217,216,52,48,55,221.6404615,411.8889822,3.692307692,1520.820857,84.49004764,0.137296327,0
91,73,70,2,2,19,68.7548875,131.6857529,1.78125,234.5652474,13.03140263,0.043895251,0
42,24,27,7,7,8,0,2,0.5,1,0.055555556,0.000666667,0
34,27,27,0,0,7,74.2417558,125.3359148,1.676470588,210.1219747,11.67344304,0.041778638,0
13,8,8,0,0,5,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
9,6,6,0,0,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
36,25,27,2,1,8,79.81353753,131.7695227,1.666666667,219.6158711,12.20088173,0.043923174,0
94,65,71,6,6,17,112.041925,199.7052751,2.434782609,486.2389307,27.01327393,0.066568425,0
42,29,29,0,0,13,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
83,40,39,2,2,21,82.71062276,131.7695227,1.052631579,138.7047607,7.70582004,0.043923174,0
11,5,7,1,1,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,5,5,0,0,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
59,46,49,4,4,6,75.60964047,105.4156181,2.5,263.5390454,14.64105808,0.035138539,0
121,100,103,3,3,15,77.4868683,114.200253,2,228.400506,12.688917,0.038066751,0
23,12,15,6,6,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
157,88,121,7,7,25,526.0741519,846.0396036,1.609756098,1361.917411,75.66207837,0.282013201,0
16,11,13,0,0,3,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
111,48,85,2,5,17,214.8771238,323.5390454,1,323.5390454,17.97439141,0.107846348,0
204,118,112,11,9,30,296.607525,554.1245513,5.8125,3220.848955,178.936053,0.184708184,0
67,45,49,13,11,7,75.60964047,109.8079356,2.65625,291.6773289,16.20429605,0.036602645,0
59,52,52,2,1,6,36.52932501,62.90747521,2.444444444,153.7738283,8.54299046,0.020969158,0
7,6,6,0,0,1,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
170,114,124,10,10,36,136.3819626,242.7556192,2.37037037,575.420727,31.96781817,0.08091854,0
15,6,7,6,6,2,0,2,0.5,1,0.055555556,0.000666667,0
97,63,68,4,4,10,36.52932501,81.4096738,3.111111111,253.2745407,14.07080782,0.027136558,0
31,21,21,4,4,6,24,38.03910002,0.5,19.01955001,1.056641667,0.0126797,0
10,5,5,2,2,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
18,18,15,0,0,3,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
100,76,76,9,9,10,28.7548875,58.81033752,2.0625,121.2963211,6.738684507,0.019603446,0
79,56,55,8,8,12,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
46,34,34,4,4,8,77.05865003,116.6920586,1,116.6920586,6.482892142,0.038897353,0
31,21,20,1,1,5,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
235,177,175,34,34,26,265.6934905,414.08705,2.608695652,1080.227087,60.01261594,0.138029017,0
67,55,58,0,0,9,85.46551026,133.7829486,1.5,200.6744228,11.14857905,0.044594316,0
66,55,58,0,0,8,85.46551026,133.7829486,1.5,200.6744228,11.14857905,0.044594316,0
67,55,58,0,0,9,120.8512922,216.3309715,1.74,376.4158904,20.91199391,0.072110324,0
34,20,27,2,2,5,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
23,11,17,2,2,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
68,55,58,0,0,10,85.46551026,133.7829486,1.5,200.6744228,11.14857905,0.044594316,0
120,83,112,0,0,8,175.509775,325.3715058,3.84375,1250.646726,69.48037364,0.108457169,0
90,55,70,10,10,10,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
19,8,13,0,0,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
72,58,61,0,0,11,161.5800856,276.9812829,2.258064516,625.4416066,34.74675592,0.092327094,0
17,7,10,5,5,2,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
78,55,69,0,0,9,6.754887502,18.57542476,1.666666667,30.95904127,1.719946737,0.006191808,0
44,25,31,4,4,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
88,68,68,7,6,14,66,112.587975,1.125,126.6614719,7.03674844,0.037529325,0
46,35,35,3,3,8,37.97416845,66.60791493,1.8,119.8942469,6.660791493,0.022202638,0
39,32,32,0,0,7,30.52932501,48.43204266,1,48.43204266,2.690669037,0.016144014,0
