lloc,scloc,calculated_length,volume,difficulty,effort,time,bugs,long_method
16,16,33.21928095,51.89147428,0.5,25.94573714,1.441429841,0.017297158,0
8,11,24.40637196,46.50699333,1.928571429,89.69205856,4.982892142,0.015502331,0
3,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
10,15,59.71535681,158.4571501,4.807692308,761.8132214,42.32295675,0.05281905,0
7,22,2,25.35940001,2,50.71880002,2.817711112,0.008453133,0
15,16,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,10,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
11,11,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
10,27,61.30296891,120.927825,2.571428571,310.9572644,17.27540358,0.040309275,0
13,14,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
32,29,24.40637196,89.69205856,3.642857143,326.7353562,18.15196423,0.029897353,0
3,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
3,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,4,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
34,33,72,164.2332676,2.75,451.6414859,25.09119366,0.054744423,0
3,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
21,20,10,15.509775,1,15.509775,0.861654167,0.005169925,0
25,21,51.01955001,72,2,144,8,0.024,0
11,21,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,0
5,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
25,24,51.01955001,128,3.5,448,24.88888889,0.042666667,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
34,32,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
42,38,30.52932501,51.89147428,1.111111111,57.65719364,3.203177425,0.017297158,0
19,19,0,2,0.5,1,0.055555556,0.000666667,0
9,9,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
16,16,17.509775,36,1.333333333,48,2.666666667,0.012,0
15,14,41.21928095,60.91767875,2.2,134.0188933,7.44549407,0.020305893,0
7,8,36.52932501,55.50659577,2.222222222,123.3479906,6.852666145,0.018502199,0
22,25,58.05785641,98.09910819,1.714285714,168.1698998,9.342772209,0.032699703,0
10,10,10,15.509775,1,15.509775,0.861654167,0.005169925,0
7,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
6,7,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
7,9,10,15.509775,1,15.509775,0.861654167,0.005169925,0
8,8,10,15.509775,1,15.509775,0.861654167,0.005169925,0
41,38,109.2399478,149.0280026,4.736842105,705.9221175,39.21789542,0.049676001,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
37,47,137.7212077,250,3.807692308,951.9230769,52.88461538,0.083333333,0
37,41,66.60335893,106.1981878,2.133333333,226.5561341,12.58645189,0.035399396,0
32,33,64,98.09910819,0.5,49.0495541,2.724975228,0.032699703,0
4,4,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
31,31,251.8882768,686.9503876,2.733333333,1877.664393,104.3146885,0.228983463,0
14,16,51.01955001,84,2.333333333,196,10.88888889,0.028,0
25,24,72.10571634,114.200253,5.230769231,597.3551695,33.18639831,0.038066751,0
10,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
13,12,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
49,51,158.6059378,268.8361001,4.857142857,1305.775343,72.54307462,0.089612033,0
19,15,8,20.89735285,0.75,15.67301464,0.870723036,0.006965784,0
19,19,0,2,0.5,1,0.055555556,0.000666667,0
23,20,118.0391,230.7530363,2.5,576.8825906,32.04903281,0.076917679,0
15,14,109.7171361,161.6661751,2.613636364,422.5365939,23.47425522,0.053888725,0
18,17,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
19,18,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,11,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
9,10,23.509775,33.21928095,2,66.4385619,3.691031217,0.011073094,0
7,7,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
11,9,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
706,737,2221.692682,3822.231399,9.677902622,36991.18328,2055.065738,1.274077133,0
7,6,0,2,0.5,1,0.055555556,0.000666667,0
34,29,4.754887502,12,0.666666667,8,0.444444444,0.004,0
12,13,24.40637196,49.82892142,1.928571429,96.09863417,5.33881301,0.01660964,0
7,7,0,2,0.5,1,0.055555556,0.000666667,0
28,28,44.82892142,62.51024953,2.5,156.2756238,8.681979101,0.02083675,0
21,23,86.6682905,135.7068587,2.638888889,358.1153215,19.89529564,0.04523562,0
13,13,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
47,58,72,116.6920586,2.25,262.5571318,14.58650732,0.038897353,0
17,17,61.30296891,100.0782,2.285714286,228.7501715,12.70834286,0.0333594,0
10,18,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,16,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,30,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
6,6,17.509775,27,1,27,1.5,0.009,0
7,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
23,24,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
28,36,56.10571634,98.09910819,2.461538462,241.4747279,13.41526266,0.032699703,0
14,14,32,50.18947501,2.25,112.9263188,6.273684376,0.016729825,0
26,33,75.60964047,144.946475,3.4375,498.2535076,27.68075042,0.048315492,0
11,10,0,2,0.5,1,0.055555556,0.000666667,0
21,20,83.65148445,131.1832967,4.15625,545.230577,30.29058761,0.043727766,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
11,11,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,14,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,16,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
2,2,16.36452798,24,1.5,36,2,0.008,0
6,6,16.36452798,24,1.5,36,2,0.008,0
6,6,16.36452798,24,1.5,36,2,0.008,0
6,6,16.36452798,24,1.5,36,2,0.008,0
6,6,16.36452798,24,1.5,36,2,0.008,0
6,6,16.36452798,24,1.5,36,2,0.008,0
6,6,17.509775,30,1,30,1.666666667,0.01,0
6,6,17.509775,30,1,30,1.666666667,0.01,0
4,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
2,2,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
4,4,10,15.509775,1,15.509775,0.861654167,0.005169925,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,10,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
10,10,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
10,10,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
10,10,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
10,10,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
16,16,55.30296891,84,1,84,4.666666667,0.028,0
2,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,11,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,4,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
10,10,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
9,9,0,2,0.5,1,0.055555556,0.000666667,0
6,6,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
6,6,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
5,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
11,11,12.7548875,22.45883938,1.875,42.11032383,2.339462435,0.00748628,0
30,25,164.8814489,260.4726683,4.413793103,1149.672467,63.87069261,0.086824223,0
32,31,46.05374781,66.41714013,2,132.8342803,7.379682236,0.022139047,0
14,12,17.509775,36,1.333333333,48,2.666666667,0.012,0
14,13,36.52932501,77.70923408,3.111111111,241.7620616,13.43122564,0.025903078,0
7,7,10,15.509775,1,15.509775,0.861654167,0.005169925,0
5,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,17,49.66338828,84,3.181818182,267.2727273,14.84848485,0.028,0
27,27,36.52932501,55.50659577,2.222222222,123.3479906,6.852666145,0.018502199,0
40,41,127.7060452,245.3445298,3.3,809.6369483,44.97983046,0.08178151,0
24,24,66.60335893,123.1898979,2.533333333,312.0810747,17.33783748,0.041063299,0
11,14,33.28421252,50.18947501,1.5,75.28421252,4.182456251,0.016729825,0
31,25,90.56842503,146.7188,3.333333333,489.0626667,27.17014815,0.048906267,0
23,24,50.10571634,82.04470251,1.076923077,88.35583347,4.908657415,0.027348234,0
19,18,64.91260938,89.20647778,2.5,223.0161945,12.38978858,0.029735493,0
10,10,10,15.509775,1,15.509775,0.861654167,0.005169925,0
8,8,19.65148445,36,0.571428571,20.57142857,1.142857143,0.012,0
20,20,10,15.509775,1,15.509775,0.861654167,0.005169925,0
29,33,6.754887502,16.25349666,1.333333333,21.67132889,1.203962716,0.005417832,0
9,7,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
5,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
5,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
15,11,27.65148445,48.43204266,2.571428571,124.5395383,6.918863237,0.016144014,0
20,19,94.71013448,143.9595419,3.888888889,559.8426629,31.10237016,0.047986514,0
16,11,33.28421252,96.79398752,3,290.3819626,16.13233125,0.032264663,0
21,20,152.3819626,364.1790942,6.814814815,2481.813086,137.8785048,0.121393031,0
34,32,88,210.908275,7.5,1581.812063,87.87844793,0.070302758,0
8,8,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
31,25,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
11,10,93.4868683,162.5349666,5.411764706,879.6009959,48.866722,0.054178322,0
25,16,86.6682905,217.1309739,4.444444444,965.0265506,53.61258615,0.072376991,0
23,21,121.6487405,223.4671258,3.125,698.334768,38.796376,0.074489042,0
12,12,24.40637196,43.18506523,1.714285714,74.0315404,4.112863356,0.014395022,0
12,12,24.40637196,43.18506523,1.714285714,74.0315404,4.112863356,0.014395022,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
6,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,7,4.754887502,12,0.666666667,8,0.444444444,0.004,0
23,24,59.71535681,91.73835003,2.692307692,246.9878655,13.72154808,0.03057945,0
30,30,94.71013448,148.6033981,4.083333333,606.7972088,33.71095604,0.049534466,0
32,31,77.4868683,118.5925704,2.117647059,251.1372079,13.95206711,0.039530857,0
36,32,81.09650878,129.3235169,2.794117647,361.3451209,20.07472894,0.043107839,0
29,28,164.8814489,244.8443082,4.275862069,1046.92049,58.16224945,0.081614769,0
16,16,44.82892142,58.60335893,2.5,146.5083973,8.139355408,0.019534453,0
6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
16,17,79.509775,129.3235169,3.5625,460.7150291,25.59527939,0.043107839,0
17,16,17.509775,30,1,30,1.666666667,0.01,0
9,8,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
13,8,63.35824644,145.9473751,2.3,335.6789626,18.64883126,0.048649125,0
14,12,20.26466251,53.88872502,2.75,148.1939938,8.232999657,0.017962908,0
5,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,12,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
35,32,184,356.5691824,5.5,1961.130503,108.9516946,0.118856394,0
29,29,63.35824644,112.587975,1.8,202.6583551,11.2587975,0.037529325,0
43,38,156.3912239,261.5934339,3.413793103,893.0258604,49.6125478,0.087197811,0
8,8,17.509775,27,1,27,1.5,0.009,0
22,18,139.991603,250,2.962962963,740.7407407,41.15226337,0.083333333,0
11,11,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
37,36,86.6682905,144.7539826,2.916666667,422.1991159,23.45550644,0.048251328,0
30,30,83.05865003,147.1612434,2.444444444,359.7274839,19.98486022,0.049053748,0
8,8,10,15.509775,1,15.509775,0.861654167,0.005169925,0
38,36,141.8629171,211.864553,3.769230769,798.5663921,44.36479956,0.070621518,0
14,11,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
15,44,16.36452798,24,1.5,36,2,0.008,0
29,29,88.71062276,149.2775445,2.315789474,345.6953663,19.20529813,0.049759182,0
20,25,17.509775,27,1,27,1.5,0.009,0
10,16,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
6,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
12,12,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,8,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
8,8,40.13896549,53.30296891,2.5,133.2574223,7.403190126,0.017767656,0
13,14,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
30,31,67.75720079,151.2674833,5.923076923,895.9689397,49.7760522,0.050422494,0
6,5,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
6,6,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
6,5,24.40637196,39.86313714,1.714285714,68.33680652,3.796489251,0.013287712,0
6,5,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
17,17,68.81274391,116.6920586,3.642857143,425.092499,23.61624995,0.038897353,0
8,7,4,14,2,28,1.555555556,0.004666667,0
8,7,4,14,2,28,1.555555556,0.004666667,0
15,14,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
15,14,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
14,11,57.70523226,104.248125,5.090909091,530.7177275,29.48431819,0.034749375,0
9,11,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
5,5,47.77443751,74.23092132,1.5,111.346382,6.18591011,0.02474364,0
12,12,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
9,11,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
9,11,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
8,10,10,23.26466251,1.5,34.89699376,1.938721876,0.007754888,0
8,10,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
14,17,48.72905595,96,4.8,460.8,25.6,0.032,0
14,17,57.70523226,108.41805,5.409090909,586.4430888,32.5801716,0.03613935,0
13,15,32,64.52932501,3,193.587975,10.7548875,0.021509775,0
17,20,53.56352281,118.5364224,5.181818182,614.2341888,34.1241216,0.039512141,0
14,16,32,64.52932501,3,193.587975,10.7548875,0.021509775,0
18,21,53.56352281,118.5364224,5.181818182,614.2341888,34.1241216,0.039512141,0
14,16,32,64.52932501,3,193.587975,10.7548875,0.021509775,0
18,21,53.56352281,118.5364224,5.181818182,614.2341888,34.1241216,0.039512141,0
13,15,32,64.52932501,3,193.587975,10.7548875,0.021509775,0
17,20,53.56352281,118.5364224,5.181818182,614.2341888,34.1241216,0.039512141,0
27,32,146.2114327,366.2973246,7.230769231,2648.611424,147.1450791,0.122099108,0
27,32,134.0391,320,7,2240,124.4444444,0.106666667,0
16,18,51.01955001,108,3,324,18,0.036,0
20,25,154.2574223,246.2055848,4.125,1015.598037,56.42211319,0.082068528,0
13,11,32,50.18947501,2.25,112.9263188,6.273684376,0.016729825,0
39,37,106.0900464,199.7052751,4.725,943.6074248,52.42263471,0.066568425,0
9,9,94.71013448,190.3981038,5.25,999.5900448,55.53278027,0.063466035,0
9,9,94.71013448,190.3981038,5.25,999.5900448,55.53278027,0.063466035,0
18,17,133.8210731,312.1143676,3.942307692,1230.450872,68.35838178,0.104038123,0
12,12,27.65148445,62.26976914,3.428571429,213.4963513,11.86090841,0.02075659,0
3,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,8,94.71013448,190.3981038,5.25,999.5900448,55.53278027,0.063466035,0
4,6,251.8246317,623.2327927,4.204545455,2620.410606,145.578367,0.207744264,0
17,16,54.62919048,102.186571,3.333333333,340.6219034,18.92343908,0.03406219,0
11,9,44.03910002,78.13781191,4.333333333,338.597185,18.81095472,0.026045937,0
4,3,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
27,31,83.65148445,153.8011065,4.8125,740.1678251,41.12043473,0.051267036,0
6,6,16.36452798,24,1.5,36,2,0.008,0
32,33,87.13268395,160.4736875,6.6,1059.126338,58.84035209,0.053491229,0
36,39,36.52932501,74.00879436,2.666666667,197.356785,10.96426583,0.024669598,0
16,15,10,15.509775,1,15.509775,0.861654167,0.005169925,0
16,13,53.56352281,98.09910819,4.090909091,401.3145335,22.29525186,0.032699703,0
28,27,35.16125946,77.70923408,8.166666667,634.6254117,35.25696731,0.025903078,0
11,10,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
14,13,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
15,14,10,15.509775,1,15.509775,0.861654167,0.005169925,0
21,20,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
11,11,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
12,11,0,2,0.5,1,0.055555556,0.000666667,0
9,8,10,15.509775,1,15.509775,0.861654167,0.005169925,0
26,25,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
31,34,62.67103446,97.70233281,4.375,427.447706,23.74709478,0.032567444,0
26,22,16.36452798,36,2.1,75.6,4.2,0.012,0
6,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
6,5,16.36452798,27,1.8,48.6,2.7,0.009,0
6,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
5,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
20,20,12.7548875,42.11032383,3.75,157.9137144,8.772984131,0.014036775,0
9,7,30.52932501,51.89147428,1.111111111,57.65719364,3.203177425,0.017297158,0
9,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
14,14,41.21928095,76.14709844,2.6,197.9824559,10.99902533,0.025382366,0
6,5,0,2,0.5,1,0.055555556,0.000666667,0
7,6,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
3,2,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
3,2,0,2,0.5,1,0.055555556,0.000666667,0
29,28,20.26466251,31.69925001,1.5,47.54887502,2.641604168,0.010566417,0
9,8,10,15.509775,1,15.509775,0.861654167,0.005169925,0
7,6,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
9,8,4.754887502,12,0.666666667,8,0.444444444,0.004,0
25,25,98.04820237,181.1103914,3.25,588.6087721,32.70048734,0.06037013,0
18,81,16.36452798,24,1.5,36,2,0.008,0
7,6,0,2,0.5,1,0.055555556,0.000666667,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
5,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
26,28,49.66338828,76,2.727272727,207.2727273,11.51515152,0.025333333,0
8,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
80,80,58.05785641,138.9737366,2.035714286,282.9108209,15.71726783,0.046324579,0
17,17,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
60,53,232.5286082,455.4762858,4.6375,2112.271276,117.3484042,0.151825429,0
53,53,0,4,1,4,0.222222222,0.001333333,0
213,250,171.2198934,341.2150501,1.772727273,604.8812252,33.60451251,0.11373835,0
8,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,38,2,177.5158001,14,2485.221201,138.0678445,0.059171933,0
3,3,4.754887502,12,0.666666667,8,0.444444444,0.004,0
8,7,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
6,6,16.36452798,27,1.8,48.6,2.7,0.009,0
5,5,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
7,7,24.40637196,39.86313714,1.714285714,68.33680652,3.796489251,0.013287712,0
5,5,17.509775,27,1,27,1.5,0.009,0
3,3,10,15.509775,1,15.509775,0.861654167,0.005169925,0
21,22,13.60964047,25.2661943,1.2,30.31943316,1.684412953,0.008422065,0
11,11,10,15.509775,1,15.509775,0.861654167,0.005169925,0
11,11,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
4,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
4,5,10,15.509775,1,15.509775,0.861654167,0.005169925,0
4,4,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
4,4,6.754887502,16.25349666,1.333333333,21.67132889,1.203962716,0.005417832,0
4,4,0,2,0.5,1,0.055555556,0.000666667,0
4,4,20.26466251,34.86917502,1.75,61.02105628,3.390058682,0.011623058,0
21,19,32,46.60451251,2,93.20902502,5.178279168,0.015534838,0
26,23,96.22039776,232.1928095,4.894736842,1136.522699,63.14014995,0.077397603,0
26,40,36.52932501,59.20703549,2.222222222,131.57119,7.309510554,0.019735678,0
23,23,36.52932501,51.80615605,2,103.6123121,5.756239562,0.017268719,0
9,8,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
12,11,0,4,1,4,0.222222222,0.001333333,0
63,63,91.1934494,284.9844032,3.15,897.7008702,49.87227057,0.094994801,0
13,16,90.56842503,132.9639125,3.166666667,421.0523896,23.39179942,0.044321304,0
10,11,45.01955001,79.95445336,1.166666667,93.28019559,5.182233088,0.026651484,0
9,10,45.01955001,79.95445336,1.166666667,93.28019559,5.182233088,0.026651484,0
8,12,17.509775,27,1,27,1.5,0.009,0
25,23,10,15.509775,1,15.509775,0.861654167,0.005169925,0
33,34,41.21928095,68.5323886,2.4,164.4777326,9.137651813,0.02284413,0
7,6,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
19,18,13.60964047,22.45883938,1,22.45883938,1.247713299,0.00748628,0
10,9,0,2,0.5,1,0.055555556,0.000666667,0
13,12,16.36452798,24,1.5,36,2,0.008,0
58,70,9.509775004,31.01955001,3.5,108.568425,6.031579168,0.01033985,0
5,4,0,2,0.5,1,0.055555556,0.000666667,0
16,15,20.26466251,31.69925001,1.5,47.54887502,2.641604168,0.010566417,0
9,7,6.754887502,20.89735285,2,41.79470571,2.321928095,0.006965784,0
23,45,32,75.28421252,3.5,263.4947438,14.63859688,0.025094738,0
37,38,102.7061493,194.9503876,7.941176471,1548.135431,86.00752394,0.064983463,0
20,18,48.72905595,72,3.3,237.6,13.2,0.024,0
32,31,89.13835276,142.1338375,4.117647059,585.256978,32.51427656,0.047377946,0
13,11,13.60964047,30.88090414,1.4,43.2332658,2.4018481,0.010293635,0
27,25,59.71535681,87.56842503,2.692307692,235.7611443,13.09784135,0.029189475,0
5,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
9,13,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
29,31,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
26,25,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
13,12,10,15.509775,1,15.509775,0.861654167,0.005169925,0
29,30,94.71013448,139.3156857,3.888888889,541.7832221,30.0990679,0.046438562,0
9,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
11,10,49.66338828,72,2.727272727,196.3636364,10.90909091,0.024,0
11,10,58.52932501,83.39850003,3.25,271.0451251,15.05806251,0.0277995,0
6,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,7,24.40637196,43.18506523,1.714285714,74.0315404,4.112863356,0.014395022,0
27,30,160.5329333,310.1955001,4.586206897,1422.620742,79.03448565,0.1033985,0
22,21,68.81274391,103.7262743,3.214285714,333.4058816,18.52254898,0.034575425,0
8,9,27.65148445,38.05374781,2,76.10749561,4.228194201,0.012684583,0
9,15,46.05374781,97.67226489,2.909090909,284.1374979,15.78541655,0.032557422,0
5,5,0,2,0.5,1,0.055555556,0.000666667,0
6,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
44,47,10,74.96391252,3.75,281.114672,15.61748178,0.024987971,0
5,8,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
17,17,16.36452798,27,1.8,48.6,2.7,0.009,0
9,9,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,31.26112493,60.94436251,3.928571429,239.4242813,13.30134896,0.020314788,0
8,5,23.509775,39.86313714,2.666666667,106.301699,5.905649946,0.013287712,0
40,33,96.22039776,334.3576457,7.578947368,2534.078999,140.7821666,0.111452549,0
7,6,27.65148445,55.3509059,2.857142857,158.1454454,8.785858079,0.018450302,0
12,9,44.82892142,109.3929367,4.5,492.268215,27.34823417,0.036464312,0
8,7,4,14,2,28,1.555555556,0.004666667,0
19,18,27.65148445,69.18863237,3.428571429,237.2181681,13.17878712,0.023062877,0
6,5,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
17,16,27.65148445,44.97261104,2.285714286,102.7945395,5.710807751,0.01499087,0
12,9,17.509775,27,1,27,1.5,0.009,0
13,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
16,12,67.75720079,112.3701305,4.576923077,514.3094433,28.57274685,0.03745671,0
20,17,40.13896549,83.76180829,3.888888889,325.7403656,18.09668698,0.027920603,0
18,17,57.21928095,112.587975,7.2,810.6334203,45.03519002,0.037529325,0
38,35,182.7116542,428.6041604,12.07142857,5173.864507,287.4369171,0.142868053,0
24,23,117.7589801,218.6091448,4.613636364,1008.5831,56.03239443,0.072869715,0
18,17,74.11313394,184.4773318,5.6,1033.073058,57.39294766,0.061492444,0
14,11,72.95445336,109.8079356,4,439.2317423,24.40176346,0.036602645,0
15,12,83.65148445,126.6597348,3.9375,498.7227057,27.70681698,0.042219912,0
41,40,209.4845559,406.3971291,8.909090909,3620.628969,201.1460538,0.13546571,0
21,16,123.6934094,289.5065451,5.630434783,1630.047722,90.55820675,0.096502182,0
11,10,23.509775,36.54120904,2.333333333,85.2628211,4.736823395,0.012180403,0
8,7,54.62919048,110.3614967,3.75,413.8556127,22.99197848,0.036787166,0
4,3,19.60964047,38.03910002,3.2,121.7251201,6.76250667,0.0126797,0
9,8,39.509775,64.72503367,4.125,266.9907639,14.83282022,0.021575011,0
9,8,12.7548875,22.45883938,1.875,42.11032383,2.339462435,0.00748628,0
8,7,4,14,2,28,1.555555556,0.004666667,0
22,21,54.62919048,167.5859765,5.416666667,907.7573727,50.43096515,0.055861992,0
